Category_Character;Category_Name;Group_Number;Group_Name;Disease;OMIM;OMIM.link;HPO.link;Gene;Function;Incidence;Artefact disclaimer;Metabolite;HMDB.code;HMDB.link;M/z;Isobaric_compounds;Isobaric_Compounds_Names;Biomarker_PathwayPosition_BodyFluid;Biomarker_PathwayPosition_BodyFluid_Weight;Change;Change_Weight;Importance;Importance_Weight;Total_Weight;Absolute_Weight;Dispensability;Zscore_Cutoff;Diagnosis_Blood
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;L-Asparagine;HMDB00168;http://www.hmdb.ca/metabolites/HMDB00168;132.1179;Yes;"D-Asparagaine; Ureidopropionic acid; Glycyl-glycine; N-carbamoylsarcosine";Plasma;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;L-Glutamine;HMDB00641;http://www.hmdb.ca/metabolites/HMDB00641;146.1445;Yes;"D-Glutamine; Ureidoisobutyric acid; Alanylglycine; Alanyl-Glycine";Plasma;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;L-Histidine;HMDB00177;http://www.hmdb.ca/metabolites/HMDB00177;155.1546;No;NA;Plasma;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;L-Phenylalanine;HMDB00159;http://www.hmdb.ca/metabolites/HMDB00159;165.1891;Yes;Norsalsolinol;Plasma;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;L-Tyrosine;HMDB00158;http://www.hmdb.ca/metabolites/HMDB00158;181.1885;Yes;"Beta-Tyrosine; o-Tyrosine; L-Threo-3-Phenylserine";Plasma;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;Indoleacetic acid;HMDB00197;http://www.hmdb.ca/metabolites/HMDB00197;175.184;Yes;5-Hydroxyindoleacetaldehyde;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;L-Alanine;HMDB00161;http://www.hmdb.ca/metabolites/HMDB00161;89.0932;Yes;"D-Alanine; Beta-alanine; Sarcosine";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;L-Serine;HMDB00187;http://www.hmdb.ca/metabolites/HMDB00187;105.0926;Yes;D-Serine;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;L-Valine;HMDB00883;http://www.hmdb.ca/metabolites/HMDB00883;117.1463;Yes;"Betaine; N-Methyl-aminoisobutyric acid; Aminopentanoic acid; Norvaline";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;L-Threonine;HMDB00167;http://www.hmdb.ca/metabolites/HMDB00167;119.1192;Yes;"L-Homoserine; L-Allothreonine";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;L-Leucine;HMDB00687;http://www.hmdb.ca/metabolites/HMDB00687;131.1729;Yes;"L-Isoleucine; L-Alloisoleucine; L-Norleucine; Beta-Leucine; D-Leucine; 3-Aminocaproic acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;L-Isoleucine;HMDB00172;http://www.hmdb.ca/metabolites/HMDB00172;131.1729;Yes;"L-Leucine; L-Alloisoleucine; L-Norleucine; Beta-Leucine; D-Leucine; 3-Aminocaproic acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;L-Asparagine;HMDB00168;http://www.hmdb.ca/metabolites/HMDB00168;132.1179;Yes;"D-Asparagaine; Ureidopropionic acid; Glycyl-glycine; N-carbamoylsarcosine";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;L-Glutamine;HMDB00641;http://www.hmdb.ca/metabolites/HMDB00641;146.1445;Yes;"D-Glutamine; Ureidoisobutyric acid; Alanylglycine; Alanyl-Glycine";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;L-Histidine;HMDB00177;http://www.hmdb.ca/metabolites/HMDB00177;155.1546;No;NA;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;L-Phenylalanine;HMDB00159;http://www.hmdb.ca/metabolites/HMDB00159;165.1891;Yes;Norsalsolinol;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;L-Tyrosine;HMDB00158;http://www.hmdb.ca/metabolites/HMDB00158;181.1885;Yes;"Beta-Tyrosine; o-Tyrosine; L-Threo-3-Phenylserine";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Hartnup disorder;234500;https://omim.org/entry/234500;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:234500;SLC6A19;Transporter;Estimated 1:30,000;Urinary transporter, difficult diagnosis in blood;L-Tryptophan;HMDB00929;http://www.hmdb.ca/metabolites/HMDB00929;204.2252;Yes;"D-Tryptophan; (+)-Tryptophan; 3-Hydroxymethylantipyrine";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;No
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Lysinuric protein intolerance;222700;https://omim.org/entry/222700;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:222700;SLC7A7;Transporter;Estimated 1:60,000;No possible artefacts to report;L-Lysine;HMDB00182;http://www.hmdb.ca/metabolites/HMDB00182;146.1876;Yes;"D-Lysine; 3,6-Diaminohexanoate";Plasma;2;Decrease;-1.5;Critical;5;-15;15;Indispensable;-1.0;Yes
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Lysinuric protein intolerance;222700;https://omim.org/entry/222700;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:222700;SLC7A7;Transporter;Estimated 1:60,000;No possible artefacts to report;Ornithine;HMDB00214;http://www.hmdb.ca/metabolites/HMDB00214;132.161;Yes;D-Ornithine;Plasma;2;Decrease;-1.5;Important influence;3;-9;9;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Lysinuric protein intolerance;222700;https://omim.org/entry/222700;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:222700;SLC7A7;Transporter;Estimated 1:60,000;No possible artefacts to report;L-Arginine;HMDB00517;http://www.hmdb.ca/metabolites/HMDB00517;174.201;Yes;D-Arginine;Plasma;2;Decrease;-1.5;Important influence;3;-9;9;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Lysinuric protein intolerance;222700;https://omim.org/entry/222700;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:222700;SLC7A7;Transporter;Estimated 1:60,000;No possible artefacts to report;Orotic acid;HMDB00226;http://www.hmdb.ca/metabolites/HMDB00226;156.0963;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Lysinuric protein intolerance;222700;https://omim.org/entry/222700;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:222700;SLC7A7;Transporter;Estimated 1:60,000;No possible artefacts to report;Citrulline;HMDB00904;http://www.hmdb.ca/metabolites/HMDB00904;175.1857;Yes;Argininic acid;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Lysinuric protein intolerance;222700;https://omim.org/entry/222700;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:222700;SLC7A7;Transporter;Estimated 1:60,000;No possible artefacts to report;L-Lysine;HMDB00182;http://www.hmdb.ca/metabolites/HMDB00182;146.1876;Yes;"D-Lysine; 3,6-Diaminohexanoate";Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Lysinuric protein intolerance;222700;https://omim.org/entry/222700;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:222700;SLC7A7;Transporter;Estimated 1:60,000;No possible artefacts to report;Orotic acid;HMDB00226;http://www.hmdb.ca/metabolites/HMDB00226;156.0963;No;NA;Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Lysinuric protein intolerance;222700;https://omim.org/entry/222700;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:222700;SLC7A7;Transporter;Estimated 1:60,000;No possible artefacts to report;L-Glutamine;HMDB00641;http://www.hmdb.ca/metabolites/HMDB00641;146.1445;Yes;"D-Glutamine; Ureidoisobutyric acid; Alanylglycine; Alanyl-Glycine";Plasma;2;Increase;1;Supportive;1;2;2;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Lysinuric protein intolerance;222700;https://omim.org/entry/222700;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:222700;SLC7A7;Transporter;Estimated 1:60,000;No possible artefacts to report;Citrulline;HMDB00904;http://www.hmdb.ca/metabolites/HMDB00904;175.1857;Yes;Argininic acid;Urine;1;Decrease;-1.5;Supportive;1;-1.5;1.5;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Lysinuric protein intolerance;222700;https://omim.org/entry/222700;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:222700;SLC7A7;Transporter;Estimated 1:60,000;No possible artefacts to report;Ornithine;HMDB00214;http://www.hmdb.ca/metabolites/HMDB00214;132.161;Yes;D-Ornithine;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Lysinuric protein intolerance;222700;https://omim.org/entry/222700;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:222700;SLC7A7;Transporter;Estimated 1:60,000;No possible artefacts to report;L-Arginine;HMDB00517;http://www.hmdb.ca/metabolites/HMDB00517;174.201;Yes;D-Arginine;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Lysinuric protein intolerance;222700;https://omim.org/entry/222700;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:222700;SLC7A7;Transporter;Estimated 1:60,000;No possible artefacts to report;4-Hydroxyproline;HMDB00725;http://www.hmdb.ca/metabolites/HMDB00725;131.1299;Yes;"4-Hydroxy-L-Proline; 4-Hydroxy-2-pyrrolidinecarboxylic acid; Trans-3-hydroxy-L-Proline; cis-4-Hydroxy-D-Proline; N-Acetyl-L-Alanine; Propionylglycine; 5-Aminolevulinic acid; 5-Amino-2-oxopentanoic acid; L-Glutamic gamma-semialdehyde";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;8;Disorders of amino acid transport;Lysinuric protein intolerance;222700;https://omim.org/entry/222700;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:222700;SLC7A7;Transporter;Estimated 1:60,000;No possible artefacts to report;L-Glutamine;HMDB00641;http://www.hmdb.ca/metabolites/HMDB00641;146.1445;Yes;"D-Glutamine; Ureidoisobutyric acid; Alanylglycine; Alanyl-Glycine";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;9;Aminoacylase deficiencies;N-acetylaspartic aciduria;271900;https://omim.org/entry/271900;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:271900;ASPA;Enzyme;Estimated 1:100,000;No possible artefacts to report;N-Acetylaspartic acid;HMDB00812;http://www.hmdb.ca/metabolites/HMDB00812;175.1394;Yes;N-Formyl-L-glutamic acid;Only biomarker;5;Increase;1;Critical;5;25;25;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;9;Aminoacylase deficiencies;N-acetylaspartic aciduria;271900;https://omim.org/entry/271900;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:271900;ASPA;Enzyme;Estimated 1:100,000;No possible artefacts to report;N-Acetylaspartic acid;HMDB00812;http://www.hmdb.ca/metabolites/HMDB00812;175.1394;Yes;N-Formyl-L-glutamic acid;CSF;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;9;Aminoacylase deficiencies;N-acetylaspartic aciduria;271900;https://omim.org/entry/271900;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:271900;ASPA;Enzyme;Estimated 1:100,000;No possible artefacts to report;N-Acetylaspartic acid;HMDB00812;http://www.hmdb.ca/metabolites/HMDB00812;175.1394;Yes;N-Formyl-L-glutamic acid;Plasma;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;9;Aminoacylase deficiencies;N-acetylaspartic aciduria;271900;https://omim.org/entry/271900;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:271900;ASPA;Enzyme;Estimated 1:100,000;No possible artefacts to report;N-Acetylaspartic acid;HMDB00812;http://www.hmdb.ca/metabolites/HMDB00812;175.1394;Yes;N-Formyl-L-glutamic acid;Urine;1;Increase;1;Critical;5;5;5;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;10;Disorders of monoamine metabolism;Aromatic L-amino acid decarboxylase deficiency;608643;https://omim.org/entry/608643;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:608643;DDC;Enzyme;Estimated ~123 cases;Might be an artefact caused by the use of L-Dopa;3-Methoxytyrosine;HMDB01434;http://www.hmdb.ca/metabolites/HMDB01434;211.2145;Yes;Methyldopa;DBS;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;10;Disorders of monoamine metabolism;Aromatic L-amino acid decarboxylase deficiency;608643;https://omim.org/entry/608643;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:608643;DDC;Enzyme;Estimated ~123 cases;Might be an artefact caused by the use of L-Dopa;3-Methoxytyrosine;HMDB01434;http://www.hmdb.ca/metabolites/HMDB01434;211.2145;Yes;Methyldopa;CSF;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
A;Disorders of nitrogen-containing compounds;10;Disorders of monoamine metabolism;Aromatic L-amino acid decarboxylase deficiency;608643;https://omim.org/entry/608643;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:608643;DDC;Enzyme;Estimated ~123 cases;Might be an artefact caused by the use of L-Dopa;Homovanillic acid;HMDB00118;http://www.hmdb.ca/metabolites/HMDB00118;182.1733;Yes;"Isohomovanillic acid; Hydroxyphenyllactic acid; 3-Hydroxyphenyllactate; 3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid; 3-Methoxy-4-hydroxyphenylglycolaldehyde";CSF;2;Decrease;-1.5;Important influence;3;-9;9;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;10;Disorders of monoamine metabolism;Aromatic L-amino acid decarboxylase deficiency;608643;https://omim.org/entry/608643;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:608643;DDC;Enzyme;Estimated ~123 cases;Might be an artefact caused by the use of L-Dopa;Vanylglycol (MHPG);HMDB01490;http://www.hmdb.ca/metabolites/HMDB01490;184.1892;No;NA;CSF;2;Decrease;-1.5;Important influence;3;-9;9;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;10;Disorders of monoamine metabolism;Aromatic L-amino acid decarboxylase deficiency;608643;https://omim.org/entry/608643;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:608643;DDC;Enzyme;Estimated ~123 cases;Might be an artefact caused by the use of L-Dopa;5-Hydroxyindoleacetic acid;HMDB00763;http://www.hmdb.ca/metabolites/HMDB00763;191.1834;No;NA;CSF;2;Decrease;-1.5;Important influence;3;-9;9;Dispensable;;Yes
